,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
565,479,4,0,0,0,2,0.3,0.3,1,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1,,20.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
566,479,4,0,0,0,2,0.3,0.3,1,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1,,20.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
567,479,4,0,0,0,2,0.3,0.3,1,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1,,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
568,479,4,0,0,0,2,0.3,0.3,1,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1,,20.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
569,480,4,1,0,0,1,0.3,0.3,1,580.0,75.0,75.0,130.0,75.0,130.0,95.0,3.0,140.0,261.0,1,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
570,481,4,1,0,0,1,0.3,0.3,1,580.0,80.0,105.0,105.0,105.0,105.0,80.0,3.0,140.0,261.0,1,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
571,482,4,1,0,0,1,0.3,0.3,1,580.0,75.0,125.0,70.0,125.0,70.0,115.0,3.0,140.0,261.0,1,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
572,483,4,0,1,0,2,5.4,683.0,2,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,0.0,306.0,1,,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
573,484,4,0,1,0,2,4.2,336.0,2,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,0.0,306.0,1,,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
574,485,4,1,0,0,2,1.7,430.0,2,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,100.0,270.0,1,50.0,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
575,486,4,1,0,0,1,3.7,420.0,1,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,0.0,302.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
576,487,4,0,1,0,2,4.5,750.0,2,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,0.0,306.0,1,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
577,487,4,0,1,0,2,6.9,650.0,1,680.0,150.0,120.0,100.0,120.0,100.0,90.0,3.0,0.0,306.0,1,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
578,488,4,1,0,0,1,1.5,85.6,1,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,100.0,270.0,1,0.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,489,4,0,0,1,1,0.4,3.1,1,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,70.0,216.0,2,,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
580,490,4,0,0,1,1,0.3,1.4,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,70.0,270.0,2,,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
581,491,4,0,0,1,1,1.5,50.5,1,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,0.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
582,492,4,0,0,1,1,0.2,2.1,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,1,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
583,492,4,0,0,1,2,0.4,5.2,1,600.0,100.0,103.0,75.0,120.0,75.0,127.0,45.0,100.0,270.0,1,,120.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
584,493,4,0,0,1,1,3.2,320.0,1,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,0.0,324.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
585,494,5,0,0,1,2,0.4,4.0,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,100.0,270.0,1,,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
586,495,5,0,0,0,1,0.6,8.1,2,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,70.0,62.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
587,496,5,0,0,0,1,0.8,16.0,2,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,70.0,145.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
588,497,5,0,0,0,1,3.3,63.0,2,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,70.0,238.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,498,5,0,0,0,1,0.5,9.9,2,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,70.0,62.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
590,499,5,0,0,0,2,1.0,55.5,2,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,70.0,146.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
591,500,5,0,0,0,2,1.6,150.0,2,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,70.0,238.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
592,501,5,0,0,0,1,0.5,5.9,2,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,70.0,62.0,1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
593,502,5,0,0,0,1,0.8,24.5,2,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,70.0,145.0,1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
594,503,5,0,0,0,1,1.5,94.6,2,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,70.0,238.0,1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
595,504,5,0,0,0,1,0.5,11.6,3,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,70.0,51.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
596,505,5,0,0,0,1,1.1,27.0,3,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,70.0,147.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
597,506,5,0,0,0,1,0.4,4.1,3,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,70.0,55.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
598,507,5,0,0,0,1,0.9,14.7,3,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,70.0,130.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
599,508,5,0,0,0,1,1.2,61.0,3,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,70.0,225.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
600,509,5,0,0,0,1,0.4,10.1,3,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,70.0,56.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
601,510,5,0,0,0,1,1.1,37.5,3,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,70.0,156.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
602,511,5,0,0,0,1,0.6,10.5,2,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,1,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
603,512,5,0,0,0,1,1.1,30.5,2,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,1,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
604,513,5,0,0,0,1,0.6,11.0,2,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
605,514,5,0,0,0,1,1.0,28.0,2,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
606,515,5,0,0,0,1,0.6,13.5,2,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
607,516,5,0,0,0,1,1.0,29.0,2,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
608,517,5,0,0,0,1,0.6,23.3,3,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,70.0,58.0,1,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
609,518,5,0,0,0,1,1.1,60.5,3,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,70.0,170.0,1,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
610,519,5,0,0,0,2,0.3,2.1,3,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,70.0,53.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
611,520,5,0,0,0,2,0.6,15.0,3,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,70.0,125.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
612,521,5,0,0,0,2,1.2,29.0,3,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,70.0,220.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
613,522,5,0,0,0,1,0.8,29.8,3,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,70.0,59.0,1,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,523,5,0,0,0,1,1.6,79.5,3,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,70.0,174.0,1,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
615,524,5,0,0,0,1,0.4,18.0,3,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,70.0,56.0,1,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
616,525,5,0,0,0,1,0.9,102.0,3,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,70.0,137.0,1,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
617,526,5,0,0,0,1,1.7,260.0,3,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,70.0,232.0,1,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
618,527,5,0,0,0,2,0.4,2.1,3,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,70.0,65.0,2,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
619,528,5,0,0,0,2,0.9,10.5,3,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,70.0,149.0,2,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
620,529,5,0,0,0,1,0.3,8.5,3,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,70.0,66.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
621,530,5,0,0,0,2,0.7,40.4,3,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,70.0,178.0,1,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
622,531,5,0,0,0,1,1.1,31.0,3,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,70.0,390.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
623,531,5,0,0,0,2,1.5,32.0,1,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,70.0,425.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
624,532,5,0,0,0,1,0.6,12.5,3,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,70.0,61.0,1,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
625,533,5,0,0,0,1,1.2,40.0,3,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,70.0,142.0,1,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
626,534,5,0,0,0,1,1.4,87.0,3,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,70.0,227.0,1,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
627,535,5,0,0,0,1,0.5,4.5,3,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,70.0,59.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
628,536,5,0,0,0,2,0.8,17.0,3,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,70.0,134.0,1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
629,537,5,0,0,0,2,1.5,62.0,3,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,70.0,229.0,1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
630,538,5,0,0,0,1,1.3,55.5,3,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,70.0,163.0,1,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,539,5,0,0,0,1,1.4,51.0,3,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,70.0,163.0,1,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,540,5,0,0,0,2,0.3,2.5,3,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,70.0,62.0,1,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
633,541,5,0,0,0,2,0.5,7.3,3,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,70.0,133.0,1,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
634,542,5,0,0,0,2,1.2,20.5,3,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,70.0,225.0,1,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
635,543,5,0,0,0,2,0.4,5.3,3,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,70.0,52.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
636,544,5,0,0,0,2,1.2,58.5,3,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,70.0,126.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
637,545,5,0,0,0,2,2.5,200.5,3,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,70.0,218.0,1,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
638,546,5,0,0,0,2,0.3,0.6,3,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,70.0,56.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
639,547,5,0,0,0,2,0.7,6.6,3,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,70.0,168.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
640,548,5,0,0,0,1,0.5,6.6,3,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,70.0,56.0,1,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,549,5,0,0,0,1,1.1,16.3,3,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,70.0,168.0,1,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
642,550,5,0,0,0,1,1.0,18.0,3,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,1,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
643,550,5,0,0,0,1,1.0,18.0,3,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,1,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
644,551,5,0,0,0,2,0.7,15.2,3,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,70.0,58.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
645,552,5,0,0,0,2,1.0,33.4,3,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,70.0,123.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
646,553,5,0,0,0,2,1.5,96.3,3,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,70.0,234.0,1,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
647,554,5,0,0,0,1,0.6,37.5,2,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,70.0,63.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,554,5,0,0,0,1,0.7,40.0,2,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,,,1,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
649,555,5,0,0,0,1,1.3,92.9,2,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,70.0,168.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
650,555,5,0,0,0,2,1.3,92.9,2,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,70.0,189.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
651,555,5,0,0,0,1,1.7,120.0,2,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,,,1,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
652,555,5,0,0,0,2,1.7,120.0,2,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,,,0,,,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
653,556,5,0,0,0,1,1.0,28.0,3,461.0,75.0,86.0,67.0,106.0,67.0,60.0,255.0,70.0,161.0,1,50.0,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
654,557,5,0,0,0,2,0.3,14.5,3,325.0,50.0,65.0,85.0,35.0,35.0,55.0,190.0,70.0,65.0,2,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,558,5,0,0,0,2,1.4,200.0,3,485.0,70.0,105.0,125.0,65.0,75.0,45.0,75.0,70.0,170.0,2,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
656,559,5,0,0,0,2,0.6,11.8,3,348.0,50.0,75.0,70.0,35.0,70.0,48.0,180.0,35.0,70.0,2,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
657,560,5,0,0,0,2,1.1,30.0,3,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,70.0,171.0,2,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
658,561,5,0,0,0,2,1.4,14.0,3,490.0,72.0,58.0,80.0,103.0,80.0,97.0,45.0,70.0,172.0,1,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
659,562,5,0,0,0,1,0.5,1.5,1,303.0,38.0,30.0,85.0,55.0,65.0,30.0,190.0,70.0,61.0,2,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
